Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Quantity
China,Iceland,"Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1.17
China,Iceland,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,465.7
China,Iceland,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4.8
China,Iceland,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,0.21
China,Iceland,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,6702.28
China,Iceland,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,484.25
China,Iceland,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,26.86
China,Iceland,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,6700.62
China,Iceland,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,537.83
China,Iceland,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1406.01
China,Iceland,"Gadiformes fillets, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,10.65
China,Iceland,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3.42
China,Iceland,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3284.07
China,Iceland,"Haddock fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26.78
China,Iceland,"Haddock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,59.17
China,Iceland,"Halibuts nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1.42
China,Iceland,"Herring nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,75
China,Iceland,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1289.37
China,Iceland,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,11373.33
China,Iceland,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,94.53
China,Iceland,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,16.84
China,Iceland,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,1
China,Iceland,"Plaices, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4.11
China,Iceland,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,36.84
China,Iceland,"Saithe (=Pollock) fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,67.27
China,Iceland,"Saithe (=Pollock), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1.7
China,Iceland,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4159.53
China,Iceland,"Sea-cucumber, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,12.24
China,Iceland,"Sea-cucumber, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,India,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2964.12
China,India,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,176.66
China,India,"Common sole (Solea Solea), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,936.7
China,India,"Crab meat nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.27
China,India,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,42.22
China,India,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2722.63
China,India,"Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10.42
China,India,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,India,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,20259.93
China,India,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,8.35
China,India,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1722.81
China,India,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1482.85
China,India,"Fish dried, whether or not salted, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,27.46
China,India,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,7.46
China,India,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3643.02
China,India,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,267.4
China,India,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,412.54
China,India,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,80274.02
China,India,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,5418.45
China,India,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5488.47
China,India,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,38036.65
China,India,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.5
China,India,"Jellyfish, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,2662.24
China,India,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,140.27
China,India,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3457.19
China,India,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0.83
China,India,"Pomfrets, ocean breams, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,167.19
China,India,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1191.28
China,India,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26
China,India,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,98.68
China,India,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,719.45
China,India,"Shrimps and prawns, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,84
China,India,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,145840.3
China,India,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9361.14
China,India,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,59
China,India,"Shrimps and prawns, prep. or pres., not in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,India,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,83.94
China,India,"Stromboid conchs (Strombus spp), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2398.88
China,India,"Stromboid conchs, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,90.96
China,India,"Tuna loins and fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,26.85
China,India,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,12.6
China,India,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,331.68
China,Indonesia,"Abalone (Haliotis spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.22
China,Indonesia,"Abalone meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.04
China,Indonesia,"Abalones, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,14.64
China,Indonesia,"Albacore (=Longfin tuna), frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,13.01
China,Indonesia,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.03
China,Indonesia,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7255.26
China,Indonesia,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.26
China,Indonesia,"Bigeye tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.08
China,Indonesia,"Carps, eels and snakeheads, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,Indonesia,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,73.41
China,Indonesia,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.65
China,Indonesia,"Clams, shucked or not, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,170.8
China,Indonesia,"Common sole (Solea Solea), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,16.24
China,Indonesia,"Crab meat nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,5.68
China,Indonesia,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,51.83
China,Indonesia,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4022.57
China,Indonesia,"Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9.58
China,Indonesia,"Crustaceans live, for breeding and other purposes, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.65
China,Indonesia,"Crustaceans nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7.63
China,Indonesia,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,872.59
China,Indonesia,"Cuttlefish and squid, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Indonesia,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,79.91
China,Indonesia,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,78274.26
China,Indonesia,"Dogfish and other sharks nei (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3499.71
China,Indonesia,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,37.51
China,Indonesia,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,55.06
China,Indonesia,"Fish dried, whether or not salted, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,160.92
China,Indonesia,"Fish fillets, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8.33
China,Indonesia,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,160.05
China,Indonesia,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,4.64
China,Indonesia,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,47.62
China,Indonesia,"Fish live, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2330.04
China,Indonesia,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1.13
China,Indonesia,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,5791.51
China,Indonesia,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,1.16
China,Indonesia,"Fish nei, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,68.71
China,Indonesia,"Fish nei, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Indonesia,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,358.15
China,Indonesia,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,71150.87
China,Indonesia,"Fishmeal fit for human consumption, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.2
China,Indonesia,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,187.45
China,Indonesia,"Hairtails, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,160.05
China,Indonesia,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,30026
China,Indonesia,"Herring,achovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jack&horse mackerel,jack,crevalle,cobia,silver pomfret,Pacif.saury,scad,capelin,etc,dried,salted or not,not smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,1
China,Indonesia,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,683.41
China,Indonesia,Jellyfish preparations,Imports,Tonnes - net product weight,Tonnes - net product weight,550.2
China,Indonesia,"Jellyfish, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,6668.79
China,Indonesia,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,521.73
China,Indonesia,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,627.34
China,Indonesia,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,50.58
China,Indonesia,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,19.77
China,Indonesia,"Mussels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9.73
China,Indonesia,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3896.37
China,Indonesia,"Octopus, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Indonesia,"Octopus, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,21.7
China,Indonesia,"Octopus, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,1.5
China,Indonesia,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,61.91
China,Indonesia,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,27.85
China,Indonesia,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,64.62
China,Indonesia,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.59
China,Indonesia,"Plaices, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,18.44
China,Indonesia,"Pomfrets, ocean breams, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,29.27
China,Indonesia,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,361.34
China,Indonesia,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Indonesia,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,486.35
China,Indonesia,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,17.6
China,Indonesia,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4.51
China,Indonesia,"Scallops, including queen scallop, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,28.91
China,Indonesia,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,15.97
China,Indonesia,"Sea-cucumber, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Indonesia,"Sea-cucumber, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1224.23
China,Indonesia,"Sea-urchin, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.23
China,Indonesia,"Shark fins, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,65
China,Indonesia,"Shark fins, smoked, dried, whether or not salted, etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,1.58
China,Indonesia,"Shrimps and prawns, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,11.48
China,Indonesia,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.02
China,Indonesia,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,6610
China,Indonesia,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2659.37
China,Indonesia,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,205.51
China,Indonesia,"Shrimps, prawns live, for breeding and other purposes",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,Indonesia,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,78.78
China,Indonesia,"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.03
China,Indonesia,"Southern bluefin tuna(Thunnus maccoyii), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.03
China,Indonesia,"Stromboid conchs (Strombus spp), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,498.71
China,Indonesia,"Stromboid conchs, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,684.63
China,Indonesia,"Tilapia fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,55.05
China,Indonesia,"Tilapias, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,Indonesia,"Tuna loins and fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,31.36
China,Indonesia,"Yellowfin tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,159.43
China,Indonesia,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,62.18
China,Iran (Islamic Rep. of),"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,428.14
China,Iran (Islamic Rep. of),"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,166.37
China,Iran (Islamic Rep. of),"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,20.22
China,Iran (Islamic Rep. of),"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,14.36
China,Iran (Islamic Rep. of),"Hairtails, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1.16
China,Iran (Islamic Rep. of),"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,344.39
China,Iran (Islamic Rep. of),"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,108.26
China,Ireland,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,14.73
China,Ireland,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1862
China,Ireland,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,23.71
China,Ireland,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,120.31
China,Ireland,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,600.24
China,Ireland,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,669.93
China,Ireland,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,24
China,Ireland,"Herring nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,25
China,Ireland,"Jack and horse mackerel, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3325.46
China,Ireland,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,12428.82
China,Ireland,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,32.7
China,Ireland,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1442.47
China,Ireland,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1.51
China,Ireland,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,676.91
China,Ireland,"Mussels, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.71
China,Ireland,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,111.24
China,Ireland,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,363.97
China,Ireland,"Sea-urchin, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.08
China,Israel,"Shrimps, prawns live, for breeding and other purposes",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,Italy,"Anchovies, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,19.66
China,Italy,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4.91
China,Italy,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.78
China,Italy,"Fish liver oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Italy,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,85.73
China,Italy,"Fish minced nei, in airtight containers prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,12.44
China,Italy,"Octopus, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.82
China,Italy,"Salmon fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.22
China,Italy,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.59
China,Italy,"Tuna loins and fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3.81
China,Italy,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,5.74
China,Jamaica,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,27.49
China,Japan,"Abalones, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.11
China,Japan,"Abalones, shucked or not, live,fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.74
China,Japan,"Alaska pollock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10477.64
China,Japan,"Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,72.08
China,Japan,"Albacore (=Longfin tuna), fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1.05
China,Japan,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1642.45
China,Japan,"Anchovies, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,30.49
China,Japan,"Aquatic invertebrates, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,24
China,Japan,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,438.65
China,Japan,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.97
China,Japan,"Carps, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.92
China,Japan,Caviar substitutes,Imports,Tonnes - net product weight,Tonnes - net product weight,11.01
China,Japan,"Cods nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5436.86
China,Japan,"Crab meat nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.72
China,Japan,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,47.42
China,Japan,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,286.88
China,Japan,"Cuttlefish and squid, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Japan,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,Japan,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,308.84
China,Japan,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,11.32
China,Japan,"Eels, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Japan,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,10.7
China,Japan,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,77.81
China,Japan,"Fish dried, whether or not salted, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,5.41
China,Japan,"Fish fillets, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.38
China,Japan,"Fish fillets, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,10.67
China,Japan,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,274.57
China,Japan,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,277.01
China,Japan,"Fish live, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,76.18
China,Japan,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,6.9
China,Japan,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,192.96
China,Japan,"Fish minced nei, in airtight containers prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.93
China,Japan,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,2238.97
China,Japan,"Fish nei, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,7.37
China,Japan,"Fish nei, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,0.28
China,Japan,"Fish nei, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Japan,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,752.74
China,Japan,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,11173.46
China,Japan,"Fishmeal fit for human consumption, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2.18
China,Japan,"Flatfish nei, fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
