Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Quantity
China,Norway,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,8609.92
China,Norway,"Haddock fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2.13
China,Norway,"Haddock, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.08
China,Norway,"Haddock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,21653.64
China,Norway,"Hakes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,91.66
China,Norway,"Halibuts nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.15
China,Norway,"Halibuts, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.17
China,Norway,"Herring nei, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,49.1
China,Norway,"Herrings nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,463
China,Norway,"Herrings prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.14
China,Norway,"Jack and horse mackerel, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,305.86
China,Norway,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,217.52
China,Norway,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,55202.81
China,Norway,"Marine mammal oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.21
China,Norway,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,2158.97
China,Norway,"Saithe (=Pollock) fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,29.35
China,Norway,"Saithe (=Pollock), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,14628.88
China,Norway,"Salmon fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,28.64
China,Norway,"Salmon fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,50.61
China,Norway,"Salmonoids meat, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.16
China,Norway,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,1.19
China,Norway,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,277.56
China,Norway,"Trout fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9.46
China,Norway,"Trouts and chars, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,19.79
China,Norway,"Trouts and chars, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1132.1
China,Norway,"Trouts and chars, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,22.25
China,Pakistan,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,153.1
China,Pakistan,"Aquatic invertebrates, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,Pakistan,"Clams, cockles, arkshells, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,175.49
China,Pakistan,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,638.74
China,Pakistan,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,321.16
China,Pakistan,"Common sole (Solea Solea), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,152.13
China,Pakistan,"Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,529.43
China,Pakistan,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1358.4
China,Pakistan,"Croakers, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.08
China,Pakistan,"Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.04
China,Pakistan,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.89
China,Pakistan,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,8.46
China,Pakistan,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,9807.23
China,Pakistan,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,21.25
China,Pakistan,"Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,46.32
China,Pakistan,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,232.77
China,Pakistan,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,123.28
China,Pakistan,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,9.8
China,Pakistan,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,5.54
China,Pakistan,"Fish heads, tails, maws, tongues, nei frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,21.02
China,Pakistan,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2440.44
China,Pakistan,"Fish minced nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,3.51
China,Pakistan,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,6.33
China,Pakistan,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,18026.41
China,Pakistan,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,36097.16
China,Pakistan,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2821.85
China,Pakistan,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4595.74
China,Pakistan,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,5.86
China,Pakistan,"Jellyfish, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,4063.44
China,Pakistan,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,3.05
China,Pakistan,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,745.97
China,Pakistan,"Mussels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,25.22
China,Pakistan,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4797.62
China,Pakistan,"Octopus, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Pakistan,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,23.56
China,Pakistan,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.43
China,Pakistan,"Pomfrets, ocean breams, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,11.48
China,Pakistan,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,51.31
China,Pakistan,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,37.2
China,Pakistan,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,16.43
China,Pakistan,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,Pakistan,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7199.49
China,Pakistan,"Shrimps and prawns, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,400.35
China,Pakistan,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,473.68
China,Pakistan,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3513.24
China,Pakistan,"Stromboid conchs (Strombus spp), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,52.8
China,Pakistan,"Stromboid conchs, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.6
China,Panama,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Panama,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,15521.52
China,Panama,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,22.98
China,Papua New Guinea,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,525.99
China,Papua New Guinea,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,12.85
China,Papua New Guinea,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5452.88
China,Papua New Guinea,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,477.17
China,Peru,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,853.48
China,Peru,Caviar substitutes,Imports,Tonnes - net product weight,Tonnes - net product weight,46.02
China,Peru,"Crustacean meal, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,249.14
China,Peru,"Cuttlefish and squid, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,28998.59
China,Peru,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2.97
China,Peru,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,72118.49
China,Peru,"Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.03
China,Peru,"Fish body oils, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,21327.87
China,Peru,"Fish fillets, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,22.07
China,Peru,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.08
China,Peru,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,211.66
China,Peru,"Fishmeals, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,770595.6
China,Peru,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,12.11
China,Peru,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1806.05
China,Peru,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,124.34
China,Peru,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,32.1
China,Peru,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,4.3
China,Peru,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,167.25
China,Peru,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5242.34
China,Peru,"Trouts and chars, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.1
China,Philippines,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,57.91
China,Philippines,"Clams, prep. or pres., whether or not in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,5.67
China,Philippines,"Clams, shucked or not, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,134.62
China,Philippines,"Crab meat nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,2.81
China,Philippines,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2687.15
China,Philippines,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,38.82
China,Philippines,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Tonnes - net product weight,Tonnes - net product weight,29.61
China,Philippines,"Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,429.6
China,Philippines,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.96
China,Philippines,Eels and elvers live,Imports,Tonnes - net product weight,Tonnes - net product weight,1.09
