Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Value
China,South Africa,"Oysters, live fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,220.67
China,South Africa,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,30194.08
China,Spain,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,52.4
China,Spain,"Anchovies, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,21.4
China,Spain,"Anchovies, salted or in brine",Imports,Value (USD 1000),USD 1000,170.98
China,Spain,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, fresh or chilled",Imports,Value (USD 1000),USD 1000,948.22
China,Spain,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Value (USD 1000),USD 1000,679.64
China,Spain,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,15.55
China,Spain,"Clams, cockles, arkshells, etc., prep. or pres., nei",Imports,Value (USD 1000),USD 1000,6.38
China,Spain,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,853.16
China,Spain,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,383.59
China,Spain,"Common sole (Solea Solea), frozen",Imports,Value (USD 1000),USD 1000,29.93
China,Spain,"Cuttlefish and squid, prepared or preserved",Imports,Value (USD 1000),USD 1000,1.85
China,Spain,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,17732.36
China,Spain,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,3.33
China,Spain,"Fish fillets, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,11.96
China,Spain,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,207.84
China,Spain,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,4995.84
China,Spain,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Value (USD 1000),USD 1000,756.1
China,Spain,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,12.51
China,Spain,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,224.53
China,Spain,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,13.71
China,Spain,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,104.59
China,Spain,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1914.3
China,Spain,"Flatfish nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,30.88
China,Spain,"Gadiformes nei, frozen",Imports,Value (USD 1000),USD 1000,895.33
China,Spain,"Greenland halibut, frozen",Imports,Value (USD 1000),USD 1000,23467.64
China,Spain,"Jack and horse mackerel, frozen",Imports,Value (USD 1000),USD 1000,1046.68
China,Spain,"Mackerel prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,1.04
China,Spain,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,1.76
China,Spain,"Mussel meat, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,1.83
China,Spain,"Octopus, prepared or preserved",Imports,Value (USD 1000),USD 1000,45.55
China,Spain,"Other aquatic invertebrates, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,2.2
China,Spain,"Rays and skates (Rajidae), frozen",Imports,Value (USD 1000),USD 1000,219.88
China,Spain,"River eels, prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,1.02
China,Spain,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Value (USD 1000),USD 1000,38.4
China,Spain,"Scallop meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,2.99
China,Spain,"Sea-urchin, prepared or preserved",Imports,Value (USD 1000),USD 1000,1.14
China,Spain,"Shark fins, frozen",Imports,Value (USD 1000),USD 1000,10471.28
China,Spain,"Shark fins, smoked, dried, whether or not salted, etc.",Imports,Value (USD 1000),USD 1000,442.16
China,Spain,"Swordfish meat, frozen",Imports,Value (USD 1000),USD 1000,242.07
China,Spain,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Value (USD 1000),USD 1000,11.26
China,Spain,"Toothfish (Dissostichus spp.), frozen",Imports,Value (USD 1000),USD 1000,3851.46
China,Spain,"Tuna loins and fillets, frozen",Imports,Value (USD 1000),USD 1000,1269.29
China,Spain,"Tunas nei, frozen",Imports,Value (USD 1000),USD 1000,225.59
China,Spain,"Tunas prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,304.53
China,Sri Lanka,"Bigeye tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,311.57
China,Sri Lanka,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,0.08
China,Sri Lanka,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1116.89
China,Sri Lanka,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,41.01
China,Sri Lanka,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Value (USD 1000),USD 1000,281.51
China,Sri Lanka,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,410.32
China,Sri Lanka,"Fish fillets, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,73.02
China,Sri Lanka,"Fish, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,264.78
China,Sri Lanka,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,1014.4
China,Sri Lanka,"Hairtails, fresh or chilled",Imports,Value (USD 1000),USD 1000,2.09
China,Sri Lanka,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,89.79
China,Sri Lanka,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.03
China,Sri Lanka,Ornamental saltwater fish,Imports,Value (USD 1000),USD 1000,312.22
China,Sri Lanka,"Other aquatic invertebrates, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,16.52
China,Sri Lanka,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,729.89
China,Sri Lanka,"Sea-urchin, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.53
China,Sri Lanka,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,26.71
China,Sri Lanka,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,136.06
China,Sri Lanka,"Shrimps and prawns, peeled, fresh or chilled",Imports,Value (USD 1000),USD 1000,3.94
China,Sri Lanka,"Yellowfin tuna, fresh or chilled",Imports,Value (USD 1000),USD 1000,218.35
China,Sri Lanka,"Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,789.47
China,Suriname,"Croakers, frozen",Imports,Value (USD 1000),USD 1000,648.71
China,Suriname,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,16.9
China,Suriname,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,1.9
China,Suriname,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,3436.41
China,Suriname,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,465.87
China,Suriname,Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,21.99
China,Suriname,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,21.32
China,Suriname,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Value (USD 1000),USD 1000,39.7
China,Sweden,Caviar substitutes,Imports,Value (USD 1000),USD 1000,354.6
China,Sweden,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,1.17
China,Sweden,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,19.96
China,Sweden,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,3.45
China,Sweden,"Herrings prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,37.12
China,Sweden,"Salmon fillets, frozen",Imports,Value (USD 1000),USD 1000,7.24
China,Sweden,"Salmons, smoked",Imports,Value (USD 1000),USD 1000,1.01
China,Switzerland,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.04
China,Switzerland,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,1813.58
China,Taiwan Province of China,"Abalone (Haliotis spp.), frozen",Imports,Value (USD 1000),USD 1000,21.57
China,Taiwan Province of China,"Abalone meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,164.8
China,Taiwan Province of China,"Albacore (=Longfin tuna), frozen, nei",Imports,Value (USD 1000),USD 1000,70.46
China,Taiwan Province of China,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.4
China,Taiwan Province of China,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,11445.9
China,Taiwan Province of China,"Anchovies, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,0.25
China,Taiwan Province of China,"Atlantic salmon, not minced, prepared or preserved",Imports,Value (USD 1000),USD 1000,128.21
China,Taiwan Province of China,"Bigeye tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,305.57
China,Taiwan Province of China,"Catfish, fresh or chilled",Imports,Value (USD 1000),USD 1000,26.59
China,Taiwan Province of China,"Catfish, frozen",Imports,Value (USD 1000),USD 1000,1.8
China,Taiwan Province of China,Caviar substitutes,Imports,Value (USD 1000),USD 1000,21.31
China,Taiwan Province of China,"Clams, prep. or pres., whether or not in airtight containers",Imports,Value (USD 1000),USD 1000,1.81
China,Taiwan Province of China,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,0.17
China,Taiwan Province of China,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,0.03
China,Taiwan Province of China,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,263.27
China,Taiwan Province of China,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.65
China,Taiwan Province of China,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,69.24
China,Taiwan Province of China,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.45
China,Taiwan Province of China,"Crayfish (freshwater), prepared or preserved",Imports,Value (USD 1000),USD 1000,1717.41
China,Taiwan Province of China,"Crustaceans nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.01
China,Taiwan Province of China,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,89.29
China,Taiwan Province of China,"Cuttlefish and squid, prepared or preserved",Imports,Value (USD 1000),USD 1000,608.61
China,Taiwan Province of China,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Value (USD 1000),USD 1000,0.09
China,Taiwan Province of China,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,32110.87
China,Taiwan Province of China,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,1.41
China,Taiwan Province of China,"Dogfish (Squalidae) and other sharks, meat, frozen",Imports,Value (USD 1000),USD 1000,49.41
China,Taiwan Province of China,"Dogfish and other sharks nei (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), frozen",Imports,Value (USD 1000),USD 1000,1268.64
China,Taiwan Province of China,"Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen",Imports,Value (USD 1000),USD 1000,0.02
China,Taiwan Province of China,"Eels, frozen",Imports,Value (USD 1000),USD 1000,349.06
China,Taiwan Province of China,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,14.76
China,Taiwan Province of China,"Fish fillets, dried, salted or in brine, nei",Imports,Value (USD 1000),USD 1000,0.14
China,Taiwan Province of China,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,297.98
China,Taiwan Province of China,"Fish for culture incl. ova, fingerlings etc.",Imports,Value (USD 1000),USD 1000,2706.16
China,Taiwan Province of China,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,65.37
China,Taiwan Province of China,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,3.97
China,Taiwan Province of China,"Fish live, nei",Imports,Value (USD 1000),USD 1000,33884.41
China,Taiwan Province of China,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Value (USD 1000),USD 1000,0.2
China,Taiwan Province of China,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,5.46
China,Taiwan Province of China,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,233.75
China,Taiwan Province of China,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,5603.42
China,Taiwan Province of China,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,132.42
China,Taiwan Province of China,"Fish nei, salted or in brine",Imports,Value (USD 1000),USD 1000,42.74
China,Taiwan Province of China,"Fish, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,18986.46
China,Taiwan Province of China,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,17923.21
China,Taiwan Province of China,"Flatfish nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,1.02
China,Taiwan Province of China,"Hairtails, fresh or chilled",Imports,Value (USD 1000),USD 1000,25652.03
China,Taiwan Province of China,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,8690.88
China,Taiwan Province of China,"Halibuts nei, frozen",Imports,Value (USD 1000),USD 1000,26.76
China,Taiwan Province of China,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",Imports,Value (USD 1000),USD 1000,24.39
China,Taiwan Province of China,"Jack and horse mackerel, frozen",Imports,Value (USD 1000),USD 1000,3324.78
China,Taiwan Province of China,"Jack and horse mackerels, fresh or chilled",Imports,Value (USD 1000),USD 1000,2.94
China,Taiwan Province of China,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Value (USD 1000),USD 1000,2.55
China,Taiwan Province of China,"Livers, roes, milt, frozen",Imports,Value (USD 1000),USD 1000,3.57
China,Taiwan Province of China,"Mackerel prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,30.86
China,Taiwan Province of China,"Mackerels nei, frozen",Imports,Value (USD 1000),USD 1000,194.35
China,Taiwan Province of China,"Mackerels, nei, fresh or chilled",Imports,Value (USD 1000),USD 1000,4.21
China,Taiwan Province of China,"Mussel meat, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,1.66
China,Taiwan Province of China,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",Imports,Value (USD 1000),USD 1000,0.46
China,Taiwan Province of China,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,688.73
China,Taiwan Province of China,Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,488.14
China,Taiwan Province of China,Ornamental saltwater fish,Imports,Value (USD 1000),USD 1000,118.81
China,Taiwan Province of China,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Value (USD 1000),USD 1000,1918.33
China,Taiwan Province of China,"Other aquatic invertebrates, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,17.06
China,Taiwan Province of China,"Other aquatic invertebrates, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,0.51
China,Taiwan Province of China,"Oyster meat, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,0.02
China,Taiwan Province of China,"Pomfrets, ocean breams, fresh or chilled",Imports,Value (USD 1000),USD 1000,11.75
China,Taiwan Province of China,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,174.24
China,Taiwan Province of China,"River eels, prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,428.74
China,Taiwan Province of China,"Salmon nei, not minced, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.17
China,Taiwan Province of China,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Value (USD 1000),USD 1000,3.2
China,Taiwan Province of China,"Scallop meat, prepared or preserved",Imports,Value (USD 1000),USD 1000,0.75
China,Taiwan Province of China,"Sea-cucumber, frozen",Imports,Value (USD 1000),USD 1000,1694.43
China,Taiwan Province of China,"Sea-cucumber, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,282.51
China,Taiwan Province of China,"Shark fins, frozen",Imports,Value (USD 1000),USD 1000,0.17
China,Taiwan Province of China,"Shark fins, prepared or preserved",Imports,Value (USD 1000),USD 1000,11.59
China,Taiwan Province of China,"Sharks nei, fresh or chilled",Imports,Value (USD 1000),USD 1000,36.7
China,Taiwan Province of China,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,61.7
China,Taiwan Province of China,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,709.77
China,Taiwan Province of China,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,11.02
China,Taiwan Province of China,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Value (USD 1000),USD 1000,227.71
China,Taiwan Province of China,"Shrimps, prawns live, for breeding and other purposes",Imports,Value (USD 1000),USD 1000,295.6
China,Taiwan Province of China,"Skipjack tuna, frozen",Imports,Value (USD 1000),USD 1000,12304.69
China,Taiwan Province of China,"Tuna loins and fillets, frozen",Imports,Value (USD 1000),USD 1000,0.04
China,Taiwan Province of China,"Tunas prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,162.61
China,Taiwan Province of China,"Yellowfin tuna, fresh or chilled",Imports,Value (USD 1000),USD 1000,7.22
China,Taiwan Province of China,"Yellowfin tuna, frozen, nei",Imports,Value (USD 1000),USD 1000,1751.94
China,"Tanzania, United Rep. of","Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,2891.51
China,"Tanzania, United Rep. of","Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",Imports,Value (USD 1000),USD 1000,34.09
China,"Tanzania, United Rep. of","Nile perch fillets, frozen",Imports,Value (USD 1000),USD 1000,234.34
China,"Tanzania, United Rep. of","Octopus, frozen",Imports,Value (USD 1000),USD 1000,0.06
China,"Tanzania, United Rep. of",Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,209.66
China,"Tanzania, United Rep. of","Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,2342.57
China,"Tanzania, United Rep. of","Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,75.78
China,Thailand,"Alaska pollock fillets, frozen",Imports,Value (USD 1000),USD 1000,0.61
China,Thailand,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0.13
China,Thailand,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Value (USD 1000),USD 1000,457.98
China,Thailand,"Anchovies, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,10.42
China,Thailand,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,1.03
China,Thailand,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Value (USD 1000),USD 1000,56.3
China,Thailand,"Common sole (Solea Solea), frozen",Imports,Value (USD 1000),USD 1000,61.95
China,Thailand,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,679.94
China,Thailand,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,6611.1
China,Thailand,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,496.26
China,Thailand,"Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Value (USD 1000),USD 1000,4665.94
China,Thailand,"Cuttlefish and squid, prepared or preserved",Imports,Value (USD 1000),USD 1000,1184.73
China,Thailand,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",Imports,Value (USD 1000),USD 1000,121.64
China,Thailand,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,8292.77
China,Thailand,Eels and elvers live,Imports,Value (USD 1000),USD 1000,107.89
China,Thailand,"Eels, frozen",Imports,Value (USD 1000),USD 1000,197.75
China,Thailand,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,3806.48
China,Thailand,"Fish dried, whether or not salted, nei",Imports,Value (USD 1000),USD 1000,4513.49
China,Thailand,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,0.26
China,Thailand,"Fish for culture incl. ova, fingerlings etc.",Imports,Value (USD 1000),USD 1000,2
China,Thailand,"Fish live, nei",Imports,Value (USD 1000),USD 1000,635.21
China,Thailand,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,1260.6
China,Thailand,"Fish minced nei, in airtight containers prepared or preserved",Imports,Value (USD 1000),USD 1000,699.08
China,Thailand,"Fish minced nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,36297.28
China,Thailand,"Fish nei, prepared or preserved, not minced",Imports,Value (USD 1000),USD 1000,76.59
China,Thailand,"Fish, frozen, nei",Imports,Value (USD 1000),USD 1000,10985.3
China,Thailand,"Fishmeals, nei",Imports,Value (USD 1000),USD 1000,62268.65
China,Thailand,"Flatfish nei, frozen",Imports,Value (USD 1000),USD 1000,176.16
China,Thailand,"Hairtails, frozen",Imports,Value (USD 1000),USD 1000,12015.03
China,Thailand,"Halibuts nei, frozen",Imports,Value (USD 1000),USD 1000,2.03
China,Thailand,"Herring,achovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jack&horse mackerel,jack,crevalle,cobia,silver pomfret,Pacif.saury,scad,capelin,etc,dried,salted or not,not smoked",Imports,Value (USD 1000),USD 1000,566.57
China,Thailand,"Jellyfish, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,2869.18
China,Thailand,"Mackerel prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,36.64
China,Thailand,"Molluscs nei, frozen",Imports,Value (USD 1000),USD 1000,1719.48
China,Thailand,"Molluscs nei, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,286.24
China,Thailand,"Octopus, frozen",Imports,Value (USD 1000),USD 1000,553.34
China,Thailand,"Octopus, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,86.55
China,Thailand,"Octopus, prepared or preserved",Imports,Value (USD 1000),USD 1000,17.91
China,Thailand,Ornamental freshwater fish,Imports,Value (USD 1000),USD 1000,1434.35
China,Thailand,"Plaices, frozen, nei",Imports,Value (USD 1000),USD 1000,1.04
China,Thailand,"Pomfrets, ocean breams, frozen",Imports,Value (USD 1000),USD 1000,19.58
China,Thailand,"River eels, prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,0.35
China,Thailand,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,88.12
China,Thailand,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Imports,Value (USD 1000),USD 1000,37.07
China,Thailand,"Salmon nei, not minced, prepared or preserved",Imports,Value (USD 1000),USD 1000,93.04
China,Thailand,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Value (USD 1000),USD 1000,185.51
China,Thailand,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,108315.82
China,Thailand,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Value (USD 1000),USD 1000,239084.58
China,Thailand,"Shrimps and prawns, peeled, frozen",Imports,Value (USD 1000),USD 1000,15803.73
China,Thailand,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Value (USD 1000),USD 1000,7390.16
China,Thailand,"Shrimps and prawns, prep. or pres., not in airtight containers",Imports,Value (USD 1000),USD 1000,39.33
China,Thailand,"Shrimps, prawns live, for breeding and other purposes",Imports,Value (USD 1000),USD 1000,4009.5
China,Thailand,"Stromboid conchs (Strombus spp), frozen",Imports,Value (USD 1000),USD 1000,70.73
China,Thailand,"Stromboid conchs, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,100.8
China,Thailand,"Tunas prepared or preserved, not minced, nei",Imports,Value (USD 1000),USD 1000,6574.37
China,Turkey,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Value (USD 1000),USD 1000,330.83
China,Turkey,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,121.76
China,Turkey,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,1753.05
China,Turkey,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,89.34
China,Turkey,"Molluscs nei, frozen",Imports,Value (USD 1000),USD 1000,119.08
China,Turkey,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,3627.46
China,Turkey,"Sea-cucumber, frozen",Imports,Value (USD 1000),USD 1000,13838.85
China,Turkey,"Sea-cucumber, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,279.3
China,Turkey,"Sea-cucumber, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,686.28
China,Turkey,"Sea-cucumber, prepared or preserved",Imports,Value (USD 1000),USD 1000,3310.64
China,Turkey,"Trouts and chars, frozen",Imports,Value (USD 1000),USD 1000,0.5
China,Turkey,"Tuna loins and fillets, frozen",Imports,Value (USD 1000),USD 1000,299.31
China,Uganda,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,917.44
China,Uganda,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,0.03
China,Uganda,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",Imports,Value (USD 1000),USD 1000,1.11
China,Uganda,"Nile perch fillets, frozen",Imports,Value (USD 1000),USD 1000,729.05
China,Ukraine,"Crustaceans nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,821.35
China,Ukraine,"Molluscs nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,2478.07
China,United Kingdom,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,2524.48
China,United Kingdom,"American/European lobsters (Homarus spp.), nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,369.03
China,United Kingdom,"Atlantic and Danube salmons, fresh or chilled",Imports,Value (USD 1000),USD 1000,24347.55
China,United Kingdom,"Atlantic salmon and Danube salmon, frozen",Imports,Value (USD 1000),USD 1000,237.74
China,United Kingdom,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Value (USD 1000),USD 1000,569.66
China,United Kingdom,"Clams, cockles, arkshells, live, fresh or chilled",Imports,Value (USD 1000),USD 1000,1202.29
China,United Kingdom,"Cod nei, fillets, frozen",Imports,Value (USD 1000),USD 1000,0.01
China,United Kingdom,"Cods nei, frozen",Imports,Value (USD 1000),USD 1000,730.17
China,United Kingdom,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,180.8
China,United Kingdom,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,11121.02
