Country (Name),Name1,Name,Fishing_area,Production_source,Unit (Name),[1950],[1951],[1952],[1953],[1954],[1955],[1956],[1957],[1958],[1959],[1960],[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019]
China,Blue marlin,Blue marlin,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,107,599,750,1557,1784,1597,1971,1825,1510,1954,2191
China,Yellowfin tuna,Yellowfin tuna,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,306,483,878,2182,3572,4166,3806,2676,858,425,210,183,322,656,924,1591,1744,2921,3868,3202
China,Albacore,Albacore,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,3,1,19,25,56,50,53,84,87,205,2910,925,238,18,935,1488,1381,2556,3887,2488
China,Swordfish,Swordfish,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79,93,327,705,614,589,741,393,406,226,205,138,195,560,617,1375,1158,1538,1854,1004
China,Bigeye tuna,Bigeye tuna,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,1844,0,831,1642,1250,2579,1586,566,600,647,877,1279,1828,660,702,29
China,Sardinellas nei,Sardinellas nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,287,18075,560,648,877,0,0,0,0
China,Blue shark,Blue shark,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,713,172,501,884,726,324,788,670,0,2496,2496
China,Marine fishes nei,Marine fishes nei,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,712,710,854,610,904,557,172,58,273,342,687,598,684,739,547,640,654,654
China,Pacific chub mackerel,Pacific chub mackerel,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583,666,226,173,608,705,1615,604,0,0
China,Blue marlin,Blue marlin,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,1029,815,622,1131,764,550,410,323,671,816,915
China,"Hairtails, scabbardfishes nei","Hairtails, scabbardfishes nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,59,347,269,154,333,447,2643,619,739,372,20,0,0,0
China,Albacore,Albacore,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,19,21,6,5,1,27,33,71,183,1857,488,1597,993,496,355,539,1090,1563,1
China,Bigeye tuna,Bigeye tuna,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4827,6170,4313,2795,2387,642,241,1468,1403,1293,187,50,56,240,125,245,336,369,282,537,137
China,Marine fishes nei,Marine fishes nei,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,117,160,103,1377,1738,926,380,110,174,818,1047,825,283,991,679,773,2300,261,151,1107,559,378,484,442,293,333,196,254,290,290
China,Swordfish,Swordfish,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,86,104,132,40,38,304,22,102,90,316,206,136,225,167,103,158,206,259,119,140,92,295,173,278,213,126
China,Swordfish,Swordfish,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,72,95,47,896,127,159,310,1240,527,882,301,427,577,239,188,288,271,363,567,636
China,Bigeye tuna,Bigeye tuna,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,660,162,75,83,127,164,33,55,210,300,286,589,446,456,511
China,Blue marlin,Blue marlin,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,26,36,88,226,93,244,911,491,742,335
China,Striped marlin,Striped marlin,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,120,312,365,917,644,307,217,198,338,625,701
China,Shortfin mako,Shortfin mako,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,100,105,385,584,462,319,214,39,0,507,507
China,Yellowfin tuna,Yellowfin tuna,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,11,0,0,240,219,73,77,141,209,275,211,209,234
China,Yellowfin tuna,Yellowfin tuna,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,494,750,402,2206,2056,1288,447,97,208,94,50,149,39,28,290,9,216,266,153,202,68,41,773,10
China,Sea urchins nei,Sea urchins nei,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,194,30,30,30,30,50,100,150,150,200,185,177,173,172,171,170,170,170,170,170,170,170,170,180,180,180,190,190,195,200,200,200,200
China,Bigeye tuna,Bigeye tuna,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,10,0,0,158,306,67,260,55,188,268,408,187,210
China,Flatfishes nei,Flatfishes nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,963,0,460,465,1873,674,1618,1111,1666,2063,2318,0,160,0,0,0,0
China,Bigeye tuna,Bigeye tuna,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,466,1652,2165,2113,1822,2105,875,310,1085,797,414,656,327,401,444,65,143,48,96,158,85,136,224,16
China,Swordfish,Swordfish,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,83,8,56,191,147,192,159,57,182,133,137,140,153,75,122,85
China,Marine fishes nei,Marine fishes nei,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,17,314,304,162,312,16,0,0,108,79,67,57,128,125,131,125,96,96
China,Marine fishes nei,Marine fishes nei,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,169,0,0,226,225,4528,99,101,188,22,12,31,83,91,115,128,167,173,323
China,Yellowfin tuna,Yellowfin tuna,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,156,200,124,84,71,1535,1652,586,262,1033,902,275,817,828,462,267,299,272,174,142,56,106,286,443,251,152
China,Marine fishes nei,Marine fishes nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,3379,3379,3379,1458,2943,3075,2291,608,4366,4268,3672,2644,4441,6416,10031,1812,488,0,3388,3036,3941,2995,2741,2231,3659,4868,2826,81,96,882,305,0,395
China,Swordfish,Swordfish,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,140,28,4,14,28,35,8,28,75,120,96,139,171,252,283
China,Albacore,Albacore,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,89,26,30,26,21,75,42,10,2,4,1,23,7,36,9,90,2,5,31,0
China,Blue shark,Blue shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,334,227,71,26,29,67,91,84,23,163,198,130
China,Oceanic whitetip shark,Oceanic whitetip shark,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,148,0,0,0,0,81,0,0,154,154
China,Marine fishes nei,Marine fishes nei,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,271,54,2,7,4,4,1,13,48,96,80,162,122,153,153
China,Striped marlin,Striped marlin,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,27,29,57,169,71,77,415,204,188,76
China,Blue marlin,Blue marlin,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,9,12,34,99,68,88,139,216,242
China,Yellowfin tuna,Yellowfin tuna,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,155,18,9,40,14,48,9,25,21,67,66,69,189,600,673
China,Blue shark,Blue shark,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,31,8,37,55,29,64,26,17,4,4
China,Blue marlin,Blue marlin,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,78,3,2,0,18,54,15,2,1,1
China,Yellowfin tuna,Yellowfin tuna,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,655,22,470,435,17,300,0,107,173,130,181,127,60,67,44,30,50,94,88,40,16
China,Blue shark,Blue shark,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,410,432,451,549,170,64,46,22,0,212,212
China,Striped marlin,Striped marlin,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,69,3,1,1,13,46,9,0,2,2
China,Atlantic bluefin tuna,Atlantic bluefin tuna,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,42,72,118,41,38,36,36,38,37,45,54,64,79,89
China,Black marlin,Black marlin,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,9,9,10,9,42,13,9,18,9
China,Swordfish,Swordfish,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,0,0,36,63,37,58,81,42,123,45,48,54
China,Blue marlin,Blue marlin,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,12,91,40,37,34,33,24,27
China,Swordfish,Swordfish,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,344,200,423,353,44,56,89,198,313,29,5,6,73,18,37,33,13,17,83,0
China,Albacore,Albacore,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,210,396,0,0,0,0,0,0,0,0,353,0,6,33,242,40,101,113
China,Black marlin,Black marlin,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,31,189,428,8,72,32,42,75,119,133
China,Marine fishes nei,Marine fishes nei,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,9,7,2,8,18,4,3,16,6,28,21,34,52,3
China,Albacore,Albacore,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,20,0,0,21,16,57,196,155,91,124,226,58,25,35,146,117,31,87,39,27,92,219,108,129
China,Black marlin,Black marlin,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,27,24,61,148,4,32,27,27,15,13,15
China,Marine fishes nei,Marine fishes nei,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,106,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,8,39,23,27,0,37,0,0
China,Blue marlin,Blue marlin,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,48,41,51,79,133,9,31,15,17,23,59,39,10,1,29,54,76,43,26,17,26,23,30,18,14
China,Albacore,Albacore,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,18,18,22,76,92,24,43,23,20,24,78,67,68,132
China,Striped marlin,Striped marlin,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,31,2,7,21,14,15,30,34
China,Bigeye tuna,Bigeye tuna,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1573,2367,0,0,0,0,0,0,0,0,26,0,1,21,53,13,35,39
China,Yellowfin tuna,Yellowfin tuna,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,1020,4022,0,0,0,0,0,0,0,0,10,0,8,18,24,28,54,61
China,Striped marlin,Striped marlin,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,8,9,12,29,17,37,59,90,101
China,Marine fishes nei,Marine fishes nei,"Pacific, Western Central",Aquaculture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,15,15,30,30,50,70
China,Striped marlin,Striped marlin,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,192,21,223,246,13,7,14,8,26,102,114
China,Blue shark,Blue shark,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,3,5,1,30,1,46,23,13,0,0,8,44
China,Yellowfin tuna,Yellowfin tuna,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,32,152,122,56,10,2,13,23,26,7,13,74,26,33,11
China,Shortfin mako,Shortfin mako,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,63,50,43,30,24,35,13,12,44,50,38,23
China,Blue marlin,Blue marlin,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,16,39,5,41,46,19,15,16,16,11,22,5,12,7
China,Marine fishes nei,Marine fishes nei,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,14,30,18,9,11,1,49,0,0
China,Blue marlin,Blue marlin,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,21,27,41,68,15,61,73,72,17,36,44,17,6,6,1,2,2,3,7,8,1,0,8,9
China,Blue shark,Blue shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,420,600,0,0,0,472,111,105,61,152,126,335,23,8,36,237,101,101
China,Blue shark,Blue shark,"Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,2,0,1,1
China,Mackerel icefish,Mackerel icefish,"Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.08,5,0.01,0.19,0.53,0.33
China,Oceanic whitetip shark,Oceanic whitetip shark,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,401,0,0,0,0,5,0,0,31,31
